go.id	gen.id
GO:0020037	Solyc01g100590
GO:0005381	Solyc01g100610
GO:0016021	Solyc01g100610
GO:0034755	Solyc01g100610
GO:0003676	Solyc01g100670
GO:0006139	Solyc01g100670
GO:0008408	Solyc01g100670
GO:0003676	Solyc01g100680
GO:0006139	Solyc01g100680
GO:0008408	Solyc01g100680
GO:0033926	Solyc01g100810
GO:0016757	Solyc01g100830
GO:0016192	Solyc01g100840
GO:0030008	Solyc01g100840
GO:0005525	Solyc01g100860
GO:0005525	Solyc01g100870
GO:0016788	Solyc01g100930
GO:0010112	Solyc01g100940
GO:0004672	Solyc01g101000
GO:0005524	Solyc01g101000
GO:0006468	Solyc01g101000
GO:0004601	Solyc01g101050
GO:0006979	Solyc01g101050
GO:0020037	Solyc01g101050
GO:0055114	Solyc01g101050
GO:0016021	Solyc01g102290
GO:0016787	Solyc01g102350
GO:0045735	Solyc01g102380
GO:0045735	Solyc01g102390
GO:0045735	Solyc01g102400
GO:0004553	Solyc01g102580
GO:0005975	Solyc01g102580
GO:0005643	Solyc01g102640
GO:0006913	Solyc01g102640
GO:0017056	Solyc01g102640
GO:0008289	Solyc01g102720
GO:0003824	Solyc01g102730
GO:0050662	Solyc01g102730
GO:0006355	Solyc01g102750
GO:0042393	Solyc01g102750
GO:0006355	Solyc01g102760
GO:0042393	Solyc01g102760
GO:0009523	Solyc01g102770
GO:0009539	Solyc01g102770
GO:0015979	Solyc01g102770
GO:0042549	Solyc01g102770
GO:0005739	Solyc01g102830
GO:0005747	Solyc01g102830
GO:0022900	Solyc01g102830
GO:0045735	Solyc01g102895
GO:0043531	Solyc01g102920
GO:0016020	Solyc01g103030
GO:0022857	Solyc01g103030
GO:0055085	Solyc01g103030
GO:0005247	Solyc01g103140
GO:0006821	Solyc01g103140
GO:0016020	Solyc01g103140
GO:0055085	Solyc01g103140
GO:0008375	Solyc01g103150
GO:0016020	Solyc01g103150
GO:0009055	Solyc01g103220
GO:0020037	Solyc01g103220
GO:0003924	Solyc01g103370
GO:0005525	Solyc01g103370
GO:0010181	Solyc01g103390
GO:0016491	Solyc01g103390
GO:0055114	Solyc01g103390
GO:0003676	Solyc01g103460
GO:0006139	Solyc01g103460
GO:0008408	Solyc01g103460
GO:0015095	Solyc01g103760
GO:0015693	Solyc01g103760
GO:0016021	Solyc01g103760
GO:0016021	Solyc01g103930
GO:0004672	Solyc01g103940
GO:0005524	Solyc01g103940
GO:0006468	Solyc01g103940
GO:0016021	Solyc01g104180
GO:0016021	Solyc01g104280
